replicate	kappa	pi_A	pi_C	pi_G	pi_T	rootHeight
sim_000	0.6918687589158345	0.6062767475035663	0.5420827389443652	0.35235378031383735	0.6747503566333809	0.31098430813124106
sim_001	0.3437945791726106	0.15834522111269614	0.609129814550642	0.5677603423680456	0.5221112696148359	0.6861626248216833
sim_002	0.08273894436519258	0.8059914407988588	0.14265335235378032	0.5049928673323824	0.8145506419400856	0.4522111269614836
sim_003	0.8701854493580599	0.5477888730385164	0.6918687589158345	0.8787446504992867	0.06704707560627675	0.21540656205420827
sim_004	0.11269614835948645	0.28815977175463625	0.6176890156918687	0.8930099857346647	0.23252496433666192	0.6291012838801712
sim_005	0.19828815977175462	0.10413694721825963	0.6476462196861626	0.44650499286733236	0.8174037089871612	0.4593437945791726
sim_006	0.8174037089871612	0.03566333808844508	0.9358059914407989	0.5920114122681883	0.23680456490727533	0.38659058487874465
sim_007	0.7503566333808844	0.2724679029957204	0.31098430813124106	0.630527817403709	0.8445078459343794	0.14693295292439373
sim_008	0.9115549215406562	0.543509272467903	0.5563480741797432	0.9343794579172611	0.11269614835948645	0.9942938659058488
sim_009	0.48787446504992865	0.8630527817403709	0.5620542082738944	0.15834522111269614	0.9657631954350927	0.34522111269614836
sim_010	0.9914407988587732	0.7189728958630528	0.3124108416547789	0.6875891583452212	0.24393723252496433	0.3566333808844508
sim_011	0.05420827389443652	0.26676176890156916	0.19971469329529243	0.9300998573466477	0.6105563480741797	0.5592011412268189
sim_012	0.43081312410841655	0.9343794579172611	0.25392296718972895	0.23109843081312412	0.5634807417974322	0.6119828815977175
sim_013	0.776034236804565	0.7646219686162625	0.11554921540656206	0.8673323823109843	0.7703281027104137	0.4122681883024251
sim_014	0.6718972895863052	0.5763195435092725	0.8858773181169758	0.2282453637660485	0.30385164051355207	0.9386590584878745
sim_016	0.025677603423680456	0.11982881597717546	0.746077032810271	0.6262482168330956	0.8174037089871612	0.9814550641940085
sim_017	0.7646219686162625	0.21255349500713266	0.3780313837375178	0.8445078459343794	0.31098430813124106	0.6119828815977175
sim_018	0.6875891583452212	0.776034236804565	0.8159771754636234	0.03281027104136947	0.4992867332382311	0.08416547788873038
sim_019	0.2296718972895863	0.7446504992867332	0.29243937232524964	0.5035663338088445	0.5021398002853067	0.3980028530670471
sim_020	0.7018544935805991	0.6319543509272468	0.637660485021398	0.19543509272467904	0.6390870185449358	0.9386590584878745
sim_021	0.5563480741797432	0.19971469329529243	0.7403708987161198	0.9215406562054208	0.24393723252496433	0.47503566333808844
sim_022	0.07132667617689016	0.4964336661911555	0.666191155492154	0.46219686162624823	0.30813124108416545	0.5278174037089871
sim_023	0.6162624821683309	0.2225392296718973	0.6005706134094151	0.32667617689015693	0.7689015691868759	0.9343794579172611
sim_026	0.047075606276747506	0.6761768901569187	0.24393723252496433	0.7503566333808844	0.07275320970042796	0.21540656205420827
sim_027	0.268188302425107	0.10699001426533523	0.9372325249643366	0.10128388017118402	0.5934379457917262	0.4051355206847361
sim_028	0.268188302425107	0.5763195435092725	0.38231098430813126	0.2524964336661912	0.7589158345221113	0.7503566333808844
sim_029	0.34807417974322397	0.18972895863052783	0.8388017118402282	0.42796005706134094	0.32667617689015693	0.717546362339515
sim_030	0.39942938659058486	0.9914407988587732	0.8288159771754636	0.039942938659058486	0.2239657631954351	0.9015691868758916
sim_031	0.23252496433666192	0.8830242510699001	0.14978601997146934	0.4222539229671897	0.39372325249643364	0.018544935805991442
sim_032	0.7803138373751783	0.8231098430813124	0.289586305278174	0.68188302425107	0.1326676176890157	0.05563480741797432
sim_033	0.7018544935805991	0.6533523537803139	0.15549215406562053	0.9443651925820257	0.37945791726105566	0.9757489300998573
sim_034	0.09272467902995721	0.43366619115549215	0.1783166904422254	0.289586305278174	0.8516405135520685	0.21540656205420827
sim_035	0.005706134094151213	0.2653352353780314	0.666191155492154	0.5934379457917262	0.6048502139800286	0.8174037089871612
sim_036	0.6134094151212554	0.5620542082738944	0.3594864479315264	0.579172610556348	0.5021398002853067	0.514978601997147
sim_037	0.4222539229671897	0.9044222539229672	0.905848787446505	0.17403708987161198	0.05991440798858773	0.6504992867332382
sim_038	0.20970042796005706	0.20114122681883023	0.362339514978602	0.3195435092724679	0.9686162624821684	0.41512125534950073
sim_039	0.6804564907275321	0.9671897289586305	0.028530670470756064	0.3509272467902996	0.5549215406562055	0.25106990014265335
sim_040	0.9914407988587732	0.920114122681883	0.48216833095577744	0.15977175463623394	0.33523537803138376	0.8373751783166904
sim_041	0.40228245363766046	0.8616262482168331	0.07845934379457917	0.7275320970042796	0.8730385164051355	0.5977175463623395
sim_042	0.8730385164051355	0.8944365192582026	0.1340941512125535	0.5092724679029957	0.21112696148359486	0.3666191155492154
sim_043	0.03566333808844508	0.9300998573466477	0.1369472182596291	0.5292439372325249	0.3751783166904422	0.07417974322396577
sim_044	0.9700427960057061	0.20256776034236804	0.6119828815977175	0.6590584878744651	0.6918687589158345	0.6476462196861626
sim_045	0.15406562054208273	0.6604850213980028	0.14978601997146934	0.21540656205420827	0.9600570613409415	0.5549215406562055
sim_046	0.9572039942938659	0.33523537803138376	0.33808844507845937	0.09843081312410841	0.8316690442225392	0.2995720399429387
sim_047	0.9557774607703281	0.005706134094151213	0.8930099857346647	0.9900142653352354	0.19258202567760344	0.8987161198288159
sim_048	0.550641940085592	0.8687589158345221	0.15263908701854492	0.3680456490727532	0.5335235378031383	0.8059914407988588
sim_049	0.9158345221112696	0.29101283880171186	0.3680456490727532	0.6904422253922967	0.5734664764621968	0.463623395149786
sim_050	0.06704707560627675	0.6333808844507846	0.5877318116975749	0.6961483594864479	0.012838801711840228	0.6176890156918687
sim_051	0.12268188302425106	0.8088445078459344	0.9971469329529244	0.0042796005706134095	0.5663338088445078	0.5049928673323824
sim_052	0.24679029957203993	0.5078459343794579	0.8930099857346647	0.12838801711840228	0.2268188302425107	0.16547788873038516
sim_053	0.6191155492154066	0.14550641940085593	0.43081312410841655	0.5520684736091298	0.6647646219686163	0.7346647646219686
sim_054	0.3238231098430813	0.06276747503566334	0.8473609129814551	0.609129814550642	0.4108416547788873	0.007132667617689016
sim_055	0.9429386590584878	0.8630527817403709	0.5121255349500713	0.3609129814550642	0.47360912981455067	0.21112696148359486
sim_056	0.0912981455064194	0.7774607703281027	0.7517831669044223	0.06419400855920114	0.8673323823109843	0.0
sim_057	0.7689015691868759	0.6219686162624821	0.2553495007132668	0.3181169757489301	0.7004279600570613	0.4992867332382311
sim_058	0.16833095577746077	0.9843081312410842	0.6747503566333809	0.07703281027104136	0.08273894436519258	0.5449358059914408
sim_060	0.3309557774607703	0.48216833095577744	0.15549215406562053	0.9229671897289586	0.08416547788873038	0.536376604850214
sim_061	0.2296718972895863	0.985734664764622	0.15406562054208273	0.181169757489301	0.6690442225392297	0.9514978601997147
sim_062	0.3195435092724679	0.12981455064194009	0.8673323823109843	0.2653352353780314	0.5677603423680456	0.042796005706134094
sim_063	0.4136947218259629	0.24108416547788872	0.14835948644793154	0.8145506419400856	0.6205420827389444	0.8373751783166904
sim_064	0.4550641940085592	0.2810271041369472	0.4322396576319544	0.5805991440798859	0.6576319543509273	0.5962910128388017
sim_065	0.8088445078459344	0.5991440798858774	0.0884450784593438	0.9072753209700428	0.28815977175463625	0.6248216833095578
sim_066	0.6704707560627675	0.07417974322396577	0.8930099857346647	0.8131241084165478	0.14835948644793154	0.9572039942938659
sim_067	0.6961483594864479	0.5378031383737518	0.42796005706134094	0.4550641940085592	0.6319543509272468	0.9001426533523538
sim_068	0.48502139800285304	0.7417974322396577	0.7546362339514978	0.905848787446505	0.0	0.2239657631954351
sim_069	0.9728958630527818	0.7589158345221113	0.005706134094151213	0.7047075606276747	0.7546362339514978	0.1369472182596291
sim_070	0.5820256776034237	0.19543509272467904	0.9686162624821684	0.3238231098430813	0.1825962910128388	0.1355206847360913
sim_071	0.4136947218259629	0.0014265335235378032	0.9429386590584878	0.1383737517831669	0.514978601997147	0.8088445078459344
sim_072	0.34236804564907275	0.2653352353780314	0.3166904422253923	0.30099857346647646	0.8473609129814551	0.29243937232524964
sim_073	0.7161198288159771	0.6019971469329529	0.24679029957203993	0.9300998573466477	0.5106990014265336	0.9985734664764622
sim_074	0.09700427960057062	0.6490727532097005	0.34236804564907275	0.4194008559201141	0.6690442225392297	0.021398002853067047
sim_075	0.17261055634807418	0.48359486447931527	0.09415121255349501	0.9714693295292439	0.4893009985734665	0.9472182596291013
sim_076	0.2767475035663338	0.9757489300998573	0.10413694721825963	0.5206847360912982	0.14978601997146934	0.3751783166904422
sim_078	0.6134094151212554	0.3338088445078459	0.33808844507845937	0.6733238231098431	0.8245363766048502	0.7532097004279601
sim_080	0.8502139800285307	0.34950071326676174	0.23109843081312412	0.4978601997146933	0.7874465049928673	0.579172610556348
sim_081	0.5763195435092725	0.5563480741797432	0.5748930099857347	0.5078459343794579	0.29814550641940085	0.7703281027104137
sim_082	0.6219686162624821	0.7075606276747504	0.10128388017118402	0.3780313837375178	0.7489300998573466	0.3537803138373752
sim_083	0.0442225392296719	0.8002853067047075	0.5734664764621968	0.10413694721825963	0.0884450784593438	0.06990014265335236
sim_084	0.3252496433666191	0.9172610556348074	0.8174037089871612	0.2967189728958631	0.3637660485021398	0.8159771754636234
sim_085	0.38373751783166904	0.14835948644793154	0.9029957203994294	0.24393723252496433	0.6890156918687589	0.7803138373751783
sim_086	0.43651925820256776	0.04992867332382311	0.9443651925820257	0.10556348074179743	0.7831669044222539	0.46504992867332384
sim_087	0.37660485021398005	0.927246790299572	0.07417974322396577	0.8402282453637661	0.6776034236804565	0.8017118402282454
sim_088	0.760342368045649	0.19543509272467904	0.015691868758915834	0.985734664764622	0.7061340941512125	0.3152639087018545
sim_089	0.4964336661911555	0.4322396576319544	0.9843081312410842	0.09557774607703282	0.19258202567760344	0.024251069900142655
sim_090	0.9885877318116976	0.833095577746077	0.26390870185449355	0.38088445078459343	0.31098430813124106	0.9358059914407989
sim_091	0.42653352353780316	0.33808844507845937	0.5634807417974322	0.7774607703281027	0.3195435092724679	0.5235378031383737
sim_092	0.2810271041369472	0.10128388017118402	0.7774607703281027	0.7417974322396577	0.6248216833095578	0.11126961483594865
sim_093	0.20970042796005706	0.2967189728958631	0.8972895863052782	0.48074179743223966	0.23252496433666192	0.7161198288159771
sim_094	0.9158345221112696	0.4536376604850214	0.340941512125535	0.5805991440798859	0.7261055634807418	0.5649072753209701
sim_095	0.7346647646219686	0.3437945791726106	0.5677603423680456	0.68188302425107	0.3223965763195435	0.10556348074179743
sim_096	0.0	0.7560627674750356	0.6718972895863052	0.11269614835948645	0.5335235378031383	0.03566333808844508
sim_097	0.4479315263908702	0.38373751783166904	0.6590584878744651	0.2211126961483595	0.7118402282453637	0.21540656205420827
sim_098	0.3723252496433666	0.2396576319543509	0.10699001426533523	0.6005706134094151	0.7945791726105563	0.42082738944365194
sim_099	0.3095577746077033	0.572039942938659	0.8145506419400856	0.9543509272467903	0.03566333808844508	0.8573466476462197
sim_100	0.03851640513552068	0.5748930099857347	0.8131241084165478	0.21255349500713266	0.28815977175463625	0.15977175463623394
sim_101	0.6476462196861626	0.8887303851640513	0.21683309557774608	0.7018544935805991	0.12696148359486448	0.5962910128388017
sim_103	0.9985734664764622	0.19115549215406563	0.30527817403708984	0.8873038516405135	0.46219686162624823	0.5606276747503567
sim_104	0.05135520684736091	0.8288159771754636	0.10984308131241084	0.7132667617689016	0.7261055634807418	0.8473609129814551
sim_105	0.3980028530670471	0.28815977175463625	0.4065620542082739	0.6148359486447932	0.7874465049928673	0.014265335235378032
sim_106	0.8801711840228246	0.2282453637660485	0.5306704707560628	0.5049928673323824	0.5534950071326676	0.8159771754636234
sim_107	0.04992867332382311	0.5834522111269614	0.6733238231098431	0.6476462196861626	0.15691868758915833	0.047075606276747506
sim_108	0.4950071326676177	0.5306704707560628	0.2524964336661912	0.43937232524964337	0.7375178316690443	0.41797432239657634
sim_109	0.43794579172610554	0.8758915834522111	0.23680456490727533	0.6833095577746077	0.1312410841654779	0.23395149786019973
sim_110	0.9586305278174037	0.4793152639087018	0.6105563480741797	0.4522111269614836	0.2781740370898716	0.20114122681883023
sim_111	0.7489300998573466	0.44365192582025675	0.6176890156918687	0.10128388017118402	0.5492154065620543	0.7589158345221113
sim_112	0.14978601997146934	0.0912981455064194	0.39372325249643364	0.8345221112696148	0.41512125534950073	0.9158345221112696
sim_113	0.6019971469329529	0.24251069900142652	0.7988587731811697	0.6390870185449358	0.38231098430813126	0.2396576319543509
sim_114	0.06419400855920114	0.49072753209700426	0.20542082738944364	0.9044222539229672	0.05706134094151213	0.9400855920114123
sim_115	0.6219686162624821	0.26676176890156916	0.19543509272467904	0.9700427960057061	0.06419400855920114	0.9885877318116976
sim_116	0.8430813124108416	0.579172610556348	0.6419400855920114	0.20399429386590584	0.8573466476462197	0.4764621968616263
sim_117	0.6319543509272468	0.6034236804564908	0.4051355206847361	0.48787446504992865	0.5477888730385164	0.833095577746077
sim_118	0.12410841654778887	0.8174037089871612	0.8687589158345221	0.19400855920114124	0.12838801711840228	0.7232524964336662
sim_119	0.4136947218259629	0.8430813124108416	0.05135520684736091	0.6747503566333809	0.8159771754636234	0.5263908701854494
sim_120	0.978601997146933	0.7803138373751783	0.9372325249643366	0.06134094151212553	0.16833095577746077	0.052781740370898715
sim_121	0.4065620542082739	0.3124108416547789	0.3980028530670471	0.8930099857346647	0.33666191155492153	0.46504992867332384
sim_122	0.14835948644793154	0.4094151212553495	0.9971469329529244	0.07845934379457917	0.1398002853067047	0.5035663338088445
sim_123	0.9087018544935807	0.5106990014265336	0.6918687589158345	0.11126961483594865	0.8616262482168331	0.7417974322396577
sim_124	0.4593437945791726	0.8644793152639088	0.6476462196861626	0.20684736091298145	0.4079885877318117	0.7817403708987162
sim_125	0.760342368045649	0.08559201141226819	0.8017118402282454	0.833095577746077	0.5106990014265336	0.20684736091298145
sim_126	0.9586305278174037	0.42796005706134094	0.833095577746077	0.23252496433666192	0.32952924393723254	0.572039942938659
sim_127	0.6961483594864479	0.3095577746077033	0.7018544935805991	0.7560627674750356	0.42368045649072755	0.4479315263908702
sim_128	0.1355206847360913	0.4992867332382311	0.6248216833095578	0.028530670470756064	0.8744650499286734	0.3338088445078459
sim_129	0.6576319543509273	0.7560627674750356	0.38231098430813126	0.8787446504992867	0.008559201141226819	0.03281027104136947
sim_130	0.7917261055634808	0.6676176890156919	0.3437945791726106	0.8559201141226819	0.2268188302425107	0.8102710413694721
sim_131	0.340941512125535	0.2710413694721826	0.6219686162624821	0.8074179743223966	0.33523537803138376	0.04850213980028531
sim_132	0.9386590584878745	0.9714693295292439	0.10413694721825963	0.8231098430813124	0.17118402282453637	0.32952924393723254
sim_133	0.1840228245363766	0.5378031383737518	0.8716119828815977	0.8302425106990015	0.10699001426533523	0.47218259629101283
sim_134	0.14835948644793154	0.3509272467902996	0.7146932952924394	0.5135520684736091	0.26105563480741795	0.776034236804565
sim_135	0.15549215406562053	0.6619115549215406	0.017118402282453638	0.9001426533523538	0.948644793152639	0.8758915834522111
sim_136	0.746077032810271	0.5620542082738944	0.48787446504992865	0.3780313837375178	0.6904422253922967	0.5948644793152639
sim_137	0.38659058487874465	0.7403708987161198	0.3124108416547789	0.4450784593437946	0.4507845934379458	0.6077032810271041
sim_138	0.9614835948644793	0.2995720399429387	0.6833095577746077	0.651925820256776	0.5206847360912982	0.7089871611982882
sim_139	0.62339514978602	0.9657631954350927	0.14550641940085593	0.07560627674750357	0.912981455064194	0.19971469329529243
sim_140	0.2781740370898716	0.11554921540656206	0.5920114122681883	0.6291012838801712	0.81169757489301	0.666191155492154
sim_141	0.8402282453637661	0.8744650499286734	0.8530670470756063	0.20114122681883023	0.14550641940085593	0.3152639087018545
sim_142	0.7289586305278174	0.8430813124108416	0.07417974322396577	0.3095577746077033	0.7746077032810271	0.44935805991440797
sim_143	0.15549215406562053	0.26961483594864477	0.6590584878744651	0.6191155492154066	0.6205420827389444	0.9771754636233951
sim_144	0.5634807417974322	0.1754636233951498	0.8858773181169758	0.6947218259629101	0.2838801711840228	0.5420827389443652
sim_145	0.09843081312410841	0.4864479315263909	0.1840228245363766	0.6019971469329529	0.5863052781740371	0.5592011412268189
sim_147	0.1355206847360913	0.3537803138373752	0.5991440798858774	0.6348074179743224	0.340941512125535	0.6676176890156919
sim_148	0.09843081312410841	0.6276747503566333	0.29529243937232524	0.854493580599144	0.29243937232524964	0.3252496433666191
sim_149	0.5777460770328102	0.7303851640513552	0.48502139800285304	0.6348074179743224	0.06990014265335236	0.5563480741797432
sim_150	0.9315263908701854	0.5449358059914408	0.630527817403709	0.18687589158345222	0.5549215406562055	0.20399429386590584
sim_151	0.43937232524964337	0.26676176890156916	0.2738944365192582	0.7703281027104137	0.7646219686162625	0.06562054208273894
sim_152	0.7132667617689016	0.579172610556348	0.037089871611982884	0.8202567760342369	0.9586305278174037	0.456490727532097
sim_153	0.463623395149786	0.4550641940085592	0.24964336661911554	0.7232524964336662	0.5192582025677603	0.4593437945791726
sim_154	0.07132667617689016	0.24108416547788872	0.9286733238231099	0.6105563480741797	0.08131241084165478	0.20684736091298145
sim_155	0.7432239657631954	0.19258202567760344	0.28245363766048504	0.8102710413694721	0.5634807417974322	0.6890156918687589
sim_157	0.4964336661911555	0.4122681883024251	0.7189728958630528	0.369472182596291	0.19686162624821682	0.5691868758915835
sim_158	0.16119828815977175	0.7774607703281027	0.776034236804565	0.6590584878744651	0.07417974322396577	0.6504992867332382
sim_160	0.9429386590584878	0.2582025677603424	0.21398002853067047	0.4664764621968616	0.8202567760342369	0.15121255349500715
sim_161	0.4864479315263909	0.8559201141226819	0.011412268188302425	0.9044222539229672	0.543509272467903	0.9728958630527818
sim_162	0.5691868758915835	0.21398002853067047	0.6604850213980028	0.666191155492154	0.14550641940085593	0.3223965763195435
sim_163	0.5164051355206848	0.039942938659058486	0.24251069900142652	0.9900142653352354	0.5805991440798859	0.26390870185449355
sim_164	0.4536376604850214	0.4051355206847361	0.24679029957203993	0.15121255349500715	0.8944365192582026	0.39942938659058486
sim_165	0.884450784593438	0.25962910128388017	0.3651925820256776	0.42653352353780316	0.7902995720399429	0.7817403708987162
sim_166	0.7332382310984308	0.9072753209700428	0.8801711840228246	0.25677603423680456	0.10413694721825963	0.4222539229671897
sim_167	0.34807417974322397	0.42082738944365194	0.8815977175463623	0.4550641940085592	0.034236804564907276	0.7218259629101283
sim_168	0.9286733238231099	0.7746077032810271	0.38373751783166904	0.6462196861626248	0.11840228245363767	0.6890156918687589
sim_169	0.5306704707560628	0.12410841654778887	0.3252496433666191	0.9543509272467903	0.7346647646219686	0.8516405135520685
sim_171	0.26961483594864477	0.7432239657631954	0.6504992867332382	0.362339514978602	0.14122681883024252	0.05563480741797432
sim_172	0.02710413694721826	0.884450784593438	0.28530670470756064	0.5320970042796006	0.1398002853067047	0.9671897289586305
sim_173	0.3880171184022825	0.8601997146932953	0.4593437945791726	0.33523537803138376	0.24536376604850213	0.9400855920114123
sim_174	0.8259629101283881	0.4893009985734665	0.8887303851640513	0.15834522111269614	0.6048502139800286	0.1340941512125535
sim_175	0.9443651925820257	0.463623395149786	0.16405135520684735	0.9101283880171184	0.30099857346647646	0.11697574893009986
sim_177	0.21255349500713266	0.2253922967189729	0.514978601997147	0.9072753209700428	0.4079885877318117	0.3466476462196862
sim_178	0.6062767475035663	0.38944365192582026	0.011412268188302425	0.8288159771754636	0.8373751783166904	0.1768901569186876
sim_179	0.5934379457917262	0.776034236804565	0.33951497860199714	0.07988587731811697	0.8031383737517832	0.3223965763195435
sim_180	0.3309557774607703	0.3223965763195435	0.4579172610556348	0.25677603423680456	0.9101283880171184	0.3751783166904422
sim_182	0.2296718972895863	0.4992867332382311	0.5948644793152639	0.3309557774607703	0.47788873038516405	0.2738944365192582
sim_183	0.9343794579172611	0.9957203994293866	0.08559201141226819	0.1825962910128388	0.07988587731811697	0.2738944365192582
sim_184	0.03281027104136947	0.4536376604850214	0.48074179743223966	0.15406562054208273	0.6405135520684736	0.8873038516405135
sim_185	0.7817403708987162	0.362339514978602	0.5834522111269614	0.6804564907275321	0.42938659058487877	0.9358059914407989
sim_186	0.9115549215406562	0.6718972895863052	0.26105563480741795	0.5606276747503567	0.3566333808844508	0.3751783166904422
sim_187	0.5777460770328102	0.9942938659058488	0.11269614835948645	0.09985734664764621	0.05706134094151213	0.7517831669044223
sim_188	0.8801711840228246	0.15834522111269614	0.6747503566333809	0.8102710413694721	0.5021398002853067	0.8445078459343794
sim_189	0.760342368045649	0.25962910128388017	0.5221112696148359	0.06276747503566334	0.884450784593438	0.5249643366619116
sim_190	0.4522111269614836	0.6576319543509273	0.2867332382310984	0.9372325249643366	0.23395149786019973	0.15121255349500715
sim_191	0.6947218259629101	0.10699001426533523	0.9657631954350927	0.14265335235378032	0.6533523537803139	0.44365192582025675
sim_192	0.543509272467903	0.5164051355206848	0.8345221112696148	0.3723252496433666	0.10128388017118402	0.04136947218259629
sim_193	0.5663338088445078	0.5221112696148359	0.47360912981455067	0.43937232524964337	0.5221112696148359	0.6276747503566333
sim_194	0.05420827389443652	0.4008559201141227	0.21683309557774608	0.8644793152639088	0.6119828815977175	0.2239657631954351
sim_195	0.5263908701854494	0.543509272467903	0.3566333808844508	0.29101283880171186	0.7118402282453637	0.42796005706134094
sim_196	0.7161198288159771	0.9172610556348074	0.637660485021398	0.6019971469329529	0.05848787446504993	0.1754636233951498
sim_197	0.1340941512125535	0.5977175463623395	0.3181169757489301	0.6947218259629101	0.4593437945791726	0.666191155492154
sim_198	0.666191155492154	0.4992867332382311	0.8316690442225392	0.4893009985734665	0.1398002853067047	0.5021398002853067
sim_199	0.08701854493580599	0.884450784593438	0.029957203994293864	0.8273894436519258	0.5777460770328102	0.3281027104136947
