sample	country	date	date-in-years	distance	residual
JN860885.1	Cambodia	2010	2010.5	0.010465524247436872	6.636690636888844E-4
KF993678.1	Thailand	2013-02-19	2013.1342465753426	0.012650524247436871	7.095431308768146E-4
KU681081.3	Thailand	2014-07-19	2014.545205479452	0.013647524247436872	5.60781450795635E-4
KJ776791.2	French_Polynesia	2013-11-28	2013.9068493150685	0.012029524247436871	-5.388448182159691E-4
ZBRD116	Brazil	2015-08-28	2015.654794520548	0.013289524247436872	-6.982544335401315E-4
BRA_2016_FC-DQ49D1-PLA	Brazil	2016-03-28	2016.2377049180327	0.01342652424743687	-0.0010346037241633927
BRA_2016_FC-6696-SER	Brazil	2016-04-05	2016.25956284153	0.013434524247436871	-0.0010443533347837906
BRA_2016_FC-6706-SER	Brazil	2016-04-08	2016.2677595628415	0.013595524247436873	-8.900094387664387E-4
BRA_2016_FC-6703-SER	Brazil	2016-04-08	2016.2677595628415	0.013415524247436873	-0.0010700094387664384
ZBRX128	Brazil	2016-03-13	2016.1967213114754	0.013755524247436873	-6.723232042501418E-4
BRA_2016_FC-DQ116D1-PLA	Brazil	2016-04-14	2016.2841530054645	0.013359524247436872	-0.001139321646731738
KU497555.1	Brazil	2015-11-30	2015.9123287671232	0.014688524247436873	4.916162500956823E-4
ZBRD107	Brazil	2015-09-09	2015.6876712328767	0.01288252424743687	-0.001131951793075887
ZBRC301	Brazil	2015-05-13	2015.3616438356164	0.013342524247436873	-4.0720297767837636E-4
ZBRC18	Brazil	2016-01-06	2016.0136612021859	0.013937524247436871	-3.416702153045247E-4
ZBRD103	Brazil	2015-08-20	2015.6328767123289	0.013384524247436873	-5.854561938496271E-4
ZBRC319	Brazil	2016-07-10	2016.5218579234972	0.013016524247436873	-0.001675348662228576
ZBRC302	Brazil	2015-05-13	2015.3616438356164	0.013363524247436873	-3.862029776783762E-4
KY317937.1	Colombia	2016-01-07	2016.016393442623	0.014175524247436873	-1.0588891663207249E-4
KU647676.1	Martinique	2015-12	2015.9567351598175	0.01388152424743687	-3.5144372511104575E-4
MTQ_2016_FL-001-SAL	Martinique	2016-03-22	2016.22131147541	0.014132524247436872	-3.152915161983138E-4
COL_2016_SU-1856A-SER	Colombia	2016-04-28	2016.3224043715848	0.013612524247436872	-9.173834653174364E-4
COL_2016_SU-2293A-SER	Colombia	2016-06-09	2016.4371584699454	0.01447152424743687	-1.515689210745321E-4
COL_2016_SU-1810A-SER	Colombia	2016-04-06	2016.2622950819673	0.01407952424743687	-4.0157203611156274E-4
COL_2016_SU-2724A-SER	Colombia	2016-04-05	2016.25956284153	0.01407952424743687	-3.9935333478379083E-4
DOM_2016_BB-0127-SER	Dominican_Republic	2016-04-11	2016.275956284153	0.013882524247436872	-6.096655427490893E-4
KY317938.1	Colombia	2016-01-10	2016.0245901639344	0.01361052424743687	-6.775450206147251E-4
KY317940.1	Colombia	2016-01-09	2016.0218579234972	0.01418952424743687	-9.632631928717557E-5
KU820897.5	Colombia	2015-12	2015.9567351598175	0.01429452424743687	6.155627488895442E-5
KY317936.1	Colombia	2016-01-16	2016.0409836065573	0.014084524247436872	-2.1685722858002209E-4
KY317939.1	Colombia	2016-01-06	2016.0136612021859	0.013793524247436873	-4.85670215304523E-4
ZBRX14	Brazil	2016-04-24	2016.311475409836	0.013913524247436871	-6.075086600072378E-4
ZBRX15	Brazil	2016-04-24	2016.311475409836	0.013400524247436872	-0.0011205086600072373
BRA_2016_FC-DQ62D1-PLA	Brazil	2016-03-30	2016.2431693989072	0.01481752424743687	3.519588731812854E-4
BRA_2016_FC-DQ62D2-URI	Brazil	2016-04-06	2016.2622950819673	0.014607524247436872	1.2642796388843795E-4
ZBRC28	Brazil	2016-01-18	2016.0464480874316	0.013595524247436873	-7.102946312348996E-4
ZBRC313	Brazil	2015-06-15	2015.4520547945206	0.013595524247436873	-2.27620716402201E-4
BRA_2016_FC-DQ28D1-URI	Brazil	2016-03-21	2016.2185792349726	0.013736524247436871	-7.090728148705424E-4
BRA_2016_FC-DQ47D1-PLA	Brazil	2016-03-28	2016.2377049180327	0.013807524247436873	-6.536037241633898E-4
BRA_2016_FC-DQ58D1-PLA	Brazil	2016-03-30	2016.2431693989072	0.013974524247436873	-4.910411268187111E-4
BRA_2016_FC-DQ131D1-URI	Brazil	2016-04-18	2016.295081967213	0.014480524247436873	-2.7196452041937033E-5
BRA_2016_FC-DQ42D1-URI	Brazil	2016-03-23	2016.224043715847	0.014387524247436874	-6.25102175258619E-5
BRA_2016_FC-DQ107D1-URI	Brazil	2016-04-13	2016.2814207650274	0.01407952424743687	-4.171029454044118E-4
BRA_2016_FC-DQ60D1-PLA	Brazil	2016-03-30	2016.2431693989072	0.015486524247436873	0.0010209588731812883
BRA_2016_FC-DQ60D1-URI	Brazil	2016-03-30	2016.2431693989072	0.01459252424743687	1.269588731812859E-4
ZBRX7	Brazil	2016-04-19	2016.2978142076502	0.014167524247436872	-3.424151533694877E-4
ZBRX11	Brazil	2016-04-19	2016.2978142076502	0.014216524247436873	-2.9341515336948724E-4
ZBRX8	Brazil	2016-04-19	2016.2978142076502	0.013932524247436873	-5.774151533694868E-4
ZBRX12	Brazil	2016-04-19	2016.2978142076502	0.014350524247436871	-1.5941515336948854E-4
ZBRX100	Brazil	2016-05-19	2016.379781420765	0.013885524247436871	-6.909761931959846E-4
ZBRX2	Brazil	2016-04-18	2016.295081967213	0.014379524247436873	-1.2819645204193743E-4
ZBRX103	Brazil	2016-05-24	2016.3934426229507	0.013684524247436871	-9.030696998337338E-4
ZBRX13	Brazil	2016-04-24	2016.311475409836	0.014236524247436872	-2.845086600072374E-4
ZBRX1	Brazil	2016-04-18	2016.295081967213	0.013570524247436872	-9.371964520419381E-4
ZBRX4	Brazil	2016-04-18	2016.295081967213	0.013760524247436871	-7.471964520419389E-4
KU527068.1	Brazil	2015	2015.5	0.01429052424743687	4.2844563427462713E-4
KU926310.1	Brazil	2016-01-29	2016.0765027322404	0.01457152424743687	2.412996541618275E-4
KU729217.2	Brazil	2015-11-18	2015.8794520547945	0.014216524247436873	4.631360963143656E-5
BRA_2016_FC-DQ75D1-URI	Brazil	2016-04-04	2016.2568306010928	0.014379524247436873	-9.713463345623931E-5
ZBRA105	Brazil	2015-02-23	2015.145205479452	0.013207524247436873	-3.664453607340485E-4
DOM_2016_MA-WGS16-020-SER	Dominican_Republic	2016-06-30	2016.4945355191257	0.01411352424743687	-5.5616164895308E-4
DOM_2016_BB-0433-SER	Dominican_Republic	2016-06-13	2016.448087431694	0.015082524247436871	4.5055627361526886E-4
JAM_2016_MA-WGS16-038-SER	Jamaica	2016-09-26	2016.7349726775956	0.014729524247436872	-1.3540736577724415E-4
DOM_2016_BB-0428-PLA	Dominican_Republic	2016-06-13	2016.448087431694	0.015444524247436872	8.125562736152701E-4
DOM_2016_MA-WGS16-009-SER	Dominican_Republic	2016-05-24	2016.3934426229507	0.015443524247436871	8.559303001662664E-4
KX269878.1	Haiti	2016-02-01	2016.0846994535518	0.01429052424743687	-4.635644982060004E-5
JAM_2016_MA-WGS16-025-SER	Jamaica	2016-07-10	2016.5218579234972	0.014836524247436872	1.446513377714228E-4
USA_2016_FL-05-MOS	USA	2016-09-09	2016.688524590164	0.015509524247436872	6.82310556790881E-4
USA_2016_FL-03-MOS	USA	2016-08-23	2016.6420765027322	0.015406524247436873	6.170284793594518E-4
USA_2016_FL-04-MOS	USA	2016-09-04	2016.6748633879781	0.01568652424743687	8.704040634288507E-4
USA_2016_MA-WGS16-034-SER	USA	2016-08-15	2016.620218579235	0.015406524247436873	6.347780899798507E-4
USA_2016_FL-032-URI	USA	2016-08-05	2016.5928961748634	0.015313524247436873	5.63965103255128E-4
USA_2016_FL-035-URI	USA	2016-08-03	2016.5874316939892	0.015313524247436873	5.684025059102277E-4
USA_2016_FL-029-URI	USA	2016-08-01	2016.5819672131147	0.015281524247436873	5.408399085653267E-4
USA_2016_FL-028-SER	USA	2016-08-01	2016.5819672131147	0.01479352424743687	5.2839908565324376E-5
USA_2016_FL-06-MOS	USA	2016-09-20	2016.7185792349726	0.01522052424743687	3.6890484218805343E-4
USA_2016_FL-01-MOS	USA	2016-08-22	2016.639344262295	0.015496524247436872	7.092471806870015E-4
USA_2016_FL-036-SER	USA	2016-08-04	2016.5901639344263	0.015068524247436871	3.211838045826757E-4
USA_2016_FL-010-URI	USA	2016-06-22	2016.4726775956285	0.014938524247436873	2.8658796166732177E-4
USA_2016_FL-038-URI	USA	2016-08-05	2016.5928961748634	0.014938524247436873	1.8896510325512768E-4
USA_2016_FL-08-MOS	USA	2016-10-05	2016.75956284153	0.01532052424743687	4.3562432227480484E-4
USA_2016_FL-02-MOS	USA	2016-08-23	2016.6420765027322	0.015217524247436871	4.2802847935945014E-4
USA_2016_FL-021-URI	USA	2016-07-19	2016.5464480874316	0.015031524247436872	3.196830258236968E-4
USA_2016_FL-022-URI	USA	2016-07-22	2016.5546448087432	0.015358524247436873	6.40026921840826E-4
USA_2016_FL-030-URI	USA	2016-08-02	2016.5846994535518	0.015316524247436873	5.736212072379992E-4
HTI_2016_MA-WGS16-022-SER	Haiti	2016-07-05	2016.5081967213114	0.01657752424743687	0.0018967448444091699
DOM_2016_MA-WGS16-031-SER	Dominican_Republic	2016-08-17	2016.6256830601094	0.01521652424743687	4.403406873245263E-4
DOM_2016_BB-0059-SER	Dominican_Republic	2016-04-04	2016.2568306010928	0.014896524247436873	4.198653665437608E-4
JAM_2016_MA-WGS16-039-SER	Jamaica	2016-09-28	2016.74043715847	0.015360524247436872	4.911552315674337E-4
JAM_2016_MA-WGS16-041-SER	Jamaica	2016-10-12	2016.77868852459	0.01660252424743687	0.001702093412981956
DOM_2016_BB-0208-SER	Dominican_Republic	2016-04-20	2016.3005464480875	0.014847524247436872	3.3536614530274046E-4
DOM_2016_MA-WGS16-007-SER	Dominican_Republic	2016-05-10	2016.3551912568305	0.015134524247436871	5.779921187519643E-4
DOM_2016_BB-0216-SER	Dominican_Republic	2016-04-21	2016.3032786885246	0.014955524247436873	4.411474439754131E-4
DOM_2016_BB-0085-URI	Dominican_Republic	2016-04-07	2016.2650273224044	0.014496524247436872	1.3209262561110144E-5
JAM_2016_WI-JM6-SER	Jamaica	2016-06-13	2016.448087431694	0.01497052424743687	3.3855627361526787E-4
DOM_2016_BB-0076-SER	Dominican_Republic	2016-04-05	2016.25956284153	0.014680524247436872	2.0164666521621E-4
DOM_2016_BB-0076-URI	Dominican_Republic	2016-04-05	2016.25956284153	0.014680524247436872	2.0164666521621E-4
USA_2016_FL-039-URI	USA	2016-08-17	2016.6256830601094	0.015131524247436872	3.55340687324528E-4
KU853012.1	Dominican_Republic	2016-02-01	2016.0846994535518	0.014570524247436873	2.3364355017940243E-4
KU853013.1	Dominican_Republic	2016-02-01	2016.0846994535518	0.014664524247436873	3.2764355017940276E-4
DOM_2016_BB-0091-SER	Dominican_Republic	2016-04-07	2016.2650273224044	0.01535952424743687	8.762092625611093E-4
DOM_2016_MA-WGS16-013-SER	Dominican_Republic	2016-06-15	2016.4535519125684	0.01575352424743687	0.0011171188709601688
DOM_2016_MA-WGS16-014-SER	Dominican_Republic	2016-06-18	2016.4617486338798	0.014919524247436871	2.764627669775196E-4
DOM_2016_BB-0436-PLA	Dominican_Republic	2016-06-14	2016.450819672131	0.01523052424743687	5.963375722877178E-4
DOM_2016_BB-0115-SER	Dominican_Republic	2016-04-11	2016.275956284153	0.01493952424743687	4.4733445725090963E-4
DOM_2016_BB-0115-URI	Dominican_Republic	2016-04-11	2016.275956284153	0.01493952424743687	4.4733445725090963E-4
DOM_2016_BB-0180-SER	Dominican_Republic	2016-04-18	2016.295081967213	0.014660524247436873	1.5280354795806257E-4
DOM_2016_BB-0180-URI	Dominican_Republic	2016-04-18	2016.295081967213	0.014660524247436873	1.5280354795806257E-4
DOM_2016_BB-0071-SER	Dominican_Republic	2016-04-05	2016.25956284153	0.015042524247436873	5.636466652162112E-4
DOM_2016_BB-0071-URI	Dominican_Republic	2016-04-05	2016.25956284153	0.015951524247436868	0.001472646665216206
DOM_2016_MA-WGS16-036-SER	Dominican_Republic	2016-09-22	2016.724043715847	0.015083524247436872	2.2746743953273342E-4
DOM_2016_MA-WGS16-040-SER	Dominican_Republic	2016-10-06	2016.7622950819673	0.015660524247436868	7.734056209470312E-4
DOM_2016_BB-0183-SER	Dominican_Republic	2016-04-18	2016.295081967213	0.01476252424743687	2.548035479580605E-4
DOM_2016_BB-0269-SER	Dominican_Republic	2016-04-27	2016.3196721311476	0.01485652424743687	3.2883523600989E-4
DOM_2016_MA-WGS16-011-SER	Dominican_Republic	2016-06-06	2016.4289617486338	0.014771524247436872	1.5508718290811914E-4
DOM_2016_MA-WGS16-024-SER	Dominican_Republic	2016-07-07	2016.5136612021859	0.014669524247436871	-1.5692558245928093E-5
ZBRC321	Brazil	2015-08-09	2015.6027397260275	0.013455524247436871	-4.899836142750209E-4
KX280026.1	Brazil	2015	2015.5	0.013452524247436872	-4.0955436572537134E-4
ZBRX16	Brazil	2016-04-25	2016.3142076502731	0.01307252424743687	-0.001450727361334789
ZBRX137	Brazil	2016-03-03	2016.1693989071039	0.012643524247436871	-0.001762136190974867
ZBRX130	Brazil	2016-03-22	2016.22131147541	0.012643524247436871	-0.0018042915161983145
ZBRX102	Brazil	2016-02-25	2016.1502732240438	0.012643524247436871	-0.001746605281682018
KU729218.1	Brazil	2015-06-02	2015.4164383561645	0.013650524247436872	-1.4369857690507866E-4
KX101066.1	Brazil	2015-05	2015.3704337899544	0.014476524247436872	7.196591866122422E-4
KX101060.1	Brazil	2015-05	2015.3704337899544	0.014077524247436872	3.206591866122422E-4
KU940227.1	Brazil	2015-07-15	2015.5342465753424	0.014437524247436872	5.476358847580787E-4
KX101061.1	Brazil	2015-05	2015.3704337899544	0.014868524247436872	0.0011116591866122422
KU940228.1	Brazil	2015-07-01	2015.495890410959	0.014211524247436871	3.527828042165695E-4
KU940224.1	Brazil	2015-08-01	2015.5808219178082	0.014306524247436872	3.788146254157052E-4
KX051563.1	Haiti	2016-02-05	2016.0956284153006	0.01429452424743687	-5.123125513102102E-5
KU509998.3	Haiti	2014-12-12	2014.945205479452	0.01382952424743687	4.1796357644273245E-4
KU321639.1	Brazil	2015-03-14	2015.1972602739727	0.01429752424743687	6.812838200008376E-4
ZBRC14	Brazil	2016-01-15	2016.0382513661202	0.01592952424743687	0.0016303614727475255
BRA_2016_FC-5790-SER	Brazil	2016-03-22	2016.22131147541	0.01525552424743687	8.077084838016852E-4
ZBRX127	Brazil	2016-03-10	2016.188524590164	0.015041524247436872	6.203328997322847E-4
DOM_2016_BB-0085-SER	Dominican_Republic	2016-04-07	2016.2650273224044	0.014317524247436873	-1.6579073743888846E-4
ZBRX106	Brazil	2016-03-07	2016.1803278688524	0.014310524247436873	-1.0401099628484269E-4
KU365777.1	Brazil	2015-07-21	2015.5506849315068	0.014121524247436871	2.1828720499031222E-4
KU707826.1	Brazil	2015-07-01	2015.495890410959	0.013746524247436871	-1.1221719578343066E-4
KU365779.1	Brazil	2015-09-02	2015.668493150685	0.013746524247436871	-2.5237833334675226E-4
BRA_2016_FC-6863-SER	Brazil	2016-04-12	2016.27868852459	0.01404452424743687	-4.498842440766402E-4
BRA_2016_FC-6864-URI	Brazil	2016-04-12	2016.27868852459	0.01404452424743687	-4.498842440766402E-4
KU312312.1	Suriname	2015-10-02	2015.7506849315068	0.01435352424743687	2.8787826781375044E-4
KU365778.1	Brazil	2015-07-23	2015.5561643835617	0.014491524247436873	5.838376450675777E-4
BRA_2016_FC-DQ122D1-PLA	Brazil	2016-04-15	2016.2868852459017	0.014503524247436872	2.45965194071128E-6
PRI_2016_MA-WGS16-005-SER	Puerto_Rico	2016-04-12	2016.27868852459	0.015139524247436873	6.45115755923362E-4
BRA_2016_FC-DQ12D1-PLA	Brazil	2016-03-15	2016.2021857923498	0.014903524247436873	4.712393930945361E-4
PRI_2016_MA-WGS16-016-SER	Puerto_Rico	2016-06-26	2016.483606557377	0.015242524247436872	5.81713156357121E-4
PRI_2016_MA-WGS16-004-SER	Puerto_Rico	2016-04-13	2016.2814207650274	0.014943524247436871	4.468970545955884E-4
BRA_2016_FC-DQ75D1-PLA	Brazil	2016-04-04	2016.2568306010928	0.014814524247436874	3.3786536654376205E-4
BRA_2016_FC-DQ192D1-URI	Brazil	2016-05-10	2016.3551912568305	0.014906524247436872	3.499921187519652E-4
BRA_2016_FC-DQ68D1-URI	Brazil	2016-04-01	2016.2486338797814	0.015311524247436871	8.415214705264091E-4
BRA_2016_FC-DQ5D1-URI	Brazil	2016-03-14	2016.1994535519125	0.013949524247436873	-4.8054190557769196E-4
HND_2016_HU-ME180-PLA	Honduras	2016-06-13	2016.448087431694	0.014087524247436872	-5.444437263847305E-4
UNK_2016_MA-WGS16-029-SER	El_Salvador_Guatemala	2016-08-05	2016.5928961748634	0.013927524247436871	-8.220348967448738E-4
HND_2016_HU-SZ76-SER	Honduras	2016-05-03	2016.3360655737704	0.01414852424743687	-3.9247697195518745E-4
HND_2016_HU-ME172-PLA	Honduras	2016-06-10	2016.4398907103825	0.01417252424743687	-4.5278762240208263E-4
HND_2016_HU-ME171-PLA	Honduras	2016-06-10	2016.4398907103825	0.014419524247436871	-2.0578762240208194E-4
HND_2016_HU-ME131-PLA	Honduras	2016-05-28	2016.4043715846994	0.013872524247436872	-7.239445051439326E-4
KU501216.1	Guatemala	2015-12-01	2015.9150684931508	0.014243524247436872	4.439147013409091E-5
KU501217.1	Guatemala	2015-11-01	2015.8328767123287	0.014146524247436872	1.4134868974032336E-5
HND_2016_HU-ME137-PLA	Honduras	2016-05-31	2016.4125683060108	0.014836524247436872	2.3339939087341742E-4
HND_2016_HU-ME156-SER	Honduras	2016-06-07	2016.431693989071	0.014695524247436873	7.68684815805696E-5
HND_2016_HU-ME58-PLA	Honduras	2016-05-13	2016.363387978142	0.014667524247436873	1.0433601476931599E-4
HND_2016_HU-ME42-SER	Honduras	2016-05-09	2016.3524590163934	0.014486524247436872	-6.778917992048515E-5
HND_2016_HU-ME33-PLA	Honduras	2016-04-28	2016.3224043715848	0.014723524247436873	1.9361653468256447E-4
USA_2016_FL-019-URI	USA	2016-07-07	2016.5136612021859	0.014348524247436873	-3.3669255824592646E-4
HND_2016_HU-ME38-PLA	Honduras	2016-04-30	2016.327868852459	0.014580524247436872	4.617913202746397E-5
HND_2016_HU-ME147-SER	Honduras	2016-06-04	2016.4234972677596	0.014593524247436871	-1.8475414436782203E-5
HND_2016_HU-ME152-SER	Honduras	2016-06-06	2016.4289617486338	0.014240524247436872	-3.759128170918811E-4
HND_2016_HU-ME59-PLA	Honduras	2016-05-13	2016.363387978142	0.01366252424743687	-9.006639852306864E-4
HND_2016_HU-ME136-PLA	Honduras	2016-05-31	2016.4125683060108	0.014157524247436873	-4.4560060912658163E-4
HND_2016_HU-ME50-PLA	Honduras	2016-05-12	2016.360655737705	0.014724524247436874	1.6355471609686735E-4
HND_2016_HU-ME167-PLA	Honduras	2016-06-09	2016.4371584699454	0.014424524247436872	-1.9856892107453054E-4
HND_2016_HU-ME178-PLA	Honduras	2016-06-10	2016.4398907103825	0.014344524247436872	-2.807876224020806E-4
ZBRC16	Brazil	2016-01-19	2016.049180327869	0.014572524247436871	2.6448666743732717E-4
BRA_2016_FC-6418-SER	Brazil	2016-03-27	2016.2349726775956	0.01378452424743687	-6.743850228358422E-4
BRA_2016_FC-5905-SER	Brazil	2016-03-23	2016.224043715847	0.013764524247436872	-6.855102175258639E-4
EU545988.1	Micronesia	2007-06	2007.4553652968036	0.007329475752563128	3.0878077872387166E-16
KU681082.3	Philippines	2012-05-09	2012.3524590163934	0.01074552424743687	-5.606104363890373E-4
